Metsävarakuvioiden ja erityisen tärkeiden elinympäristökuvioiden koodisto- taulukko solusta A2 soluun G4464;;;;;;;
Koodisto;Kenttä;Koodi;Selite_FI;Selite_SE;Selite_ENG;Selite_LATINA;
1_577;featurecode;10076;Tuulen aiheuttama tuho;Vindskada; ;;
1_577;featurecode;10077;Ulkoilureitti;Friluftsled; ;;
1_577;featurecode;10078;Kiinteistö;Fastighet; ;;
1_577;featurecode;10079;Uppoamisvaara;Sjunkfara; ;;
1_577;featurecode;10080;Pienaukkohakkuu;Luckhuggning; ;;
1_577;featurecode;10081;Korkeusrajoite;Höjdbegränsning; ;;
1_577;featurecode;10082;Muokkaussuunta;Beredningsriktning; ;;
1_577;featurecode;10083;Runkotie, uusi;Huvudväg, ny; ;;
1_577;featurecode;10084;Runkotie, perusparannus;Huvudväg, grundlig förbättring; ;;
1_577;featurecode;10085;Aluetie, uusi;Områdesväg, ny; ;;
1_577;featurecode;10086;Aluetie, perusparannus;Områdesväg, grundlig förbättring; ;;
1_577;featurecode;10087;Varsitie, uusi;Basväg, ny; ;;
1_577;featurecode;10088;Varsitie, perusparannus;Basväg, grundlig förbättring; ;;
1_577;featurecode;10089;Laskuoja, uusi;Avloppsdike, ny; ;;
1_577;featurecode;10090;Laskuoja, perkaus;Avloppsdike, rensning; ;;
1_577;featurecode;10091;Laskeutusallas (tie);Sedimenteringsbassäng (väg); ;;
1_577;featurecode;10092;Lietekuoppa (tie);Slamgrop (väg); ;;
1_577;featurecode;10093;Ympyräkääntöpaikka;Rund vändplan; ;;
1_577;featurecode;10094;L-haarakääntöpaikka;Vändplats i form av L ?; ;;
1_577;featurecode;10095;I-haarakääntöpaikka;Vändplats i form av I ?; ;;
1_577;featurecode;10096;Metsäliittymä rummulla;Skogsanslutning med trumma; ;;
1_577;featurecode;10097;Varastopaikka (työn toteutus);Avlägg (verkställande av arbete); ;;
1_577;featurecode;10098;Maanottopaikka;Marktäkt; ;;
1_577;featurecode;10099;Soranottopaikka;Grustäkt; ;;
1_577;featurecode;10100;Uuden tien suunnittelu;Planering av ny väg; ;;
1_577;featurecode;10101;Tien peruskorjauksen suunnittelu;Planering av grundlig förbättring av väg; ;;
1_577;featurecode;10102;Reunapalteen poisto;Jämna ut vägkanten ?; ;;
1_577;featurecode;10103;Polanteen poisto;Avlägsnande av packad snö; ;;
1_577;featurecode;10104;Tienpidon muut työt;Övriga arbeten för väghållning; ;;
1_577;featurecode;10105;Ilmakaapeli;Luftkabel; ;;
1_577;featurecode;10106;Vesijohto (tie);Vattenledning (väg); ;;
1_577;featurecode;10107;Rajapyykki (tie);Råsten (väg); ;;
1_577;featurecode;10108;Vesiensuojelukuvion raja;Vattenvårdsfigurens gräns; ;;
1_577;featurecode;10109;Valtaoja, uusi;Huvuddike (nytt); ;;
1_577;featurecode;10110;Sarkaoja;Tegdike; ;;
1_577;featurecode;10111;Vesiensuojelukohde;Vattenvårdsobjekt; ;;
1_577;featurecode;10112;Ojaluiska;Dikesslänt; ;;
1_577;featurecode;10113;Pintavaluntapiste;Ytavrinningspunkt; ;;
1_577;featurecode;10114;Liestymisvaara;Förslamningsfara; ;;
1_577;featurecode;10115;Säästöpuu; ; ;;
1_577;featurecode;10116;Lentoreitti;Flygrutt;Flight route;;
1_577;featurecode;10117;Suppilo;Tratt;Funnel;;
1_577;featurecode;10118;Levitysjälki; ; ;;
1_577;featurecode;10119;Lannoitusreitti; ;Fertilisation route;;
1_577;featurecode;10120;Riistatiheikkö; ; ;;
1_577;featurecode;10121;Putkipato;Rördamm;Pipe dam;;
1_577;featurecode;10122;Perkauskatko; ; ;;
1_577;featurecode;11001;Runsaslahopuustoinen metsä;Skog med rikligt av död ved; ;;
1_577;featurecode;11002;Arvokas suoelinympäristö;Värdefull torvmarksmiljö; ;;
1_577;featurecode;11003;Rehevä elinympäristö;Frodig livsmiljö; ;;
1_577;featurecode;11004;Vähäpuustoinen kasvupaikka;Ståndort med glest bestånd; ;;
1_577;featurecode;11005;Poikkeava maastonmuoto;Avvikande terrängform; ;;
1_577;featurecode;11006;Vanha tai runsaslahopuinen metsä;Gammal skog eller skog med rikligt av död ved; ;;
1_577;featurecode;11007;Suurpetolinnun pesäpuu;Boträd för stor rovfågel; ;;
1_577;featurecode;11008;Suojeltavan lajin esiintymä;Förekomst av skyddad art; ;;
1_577;featurecode;11009;Luonnontilaisen suon suojakaista;Skyddszon för torvmark i naturtillstånd; ;;
1_577;featurecode;11010;Suojakaista, vesistö;Skyddszon, vattendrag; ;;
1_577;featurecode;11011;Suojakaista, suo;Skyddszon, torvmark; ;;
1_577;featurecode;11012;Luonnontilainen vesistön reunametsä;Naturlig kantskog av vattendrag;Natural forest at the edge of waters;;
1_577;featurecode;11013;Vanha- ja lahopuustoinen kalliometsä;Bergskog med gammal och död ved;Cliff forest with old and dead wood;;
1_577;featurecode;11014;Lahopuuston lisääminen;Ökning av död ved;Increase of dead wood;;
1_577;featurecode;11015;Uudistaminen pienimuotoisesti;Skogsföryngring i liten skala;Small-scale forest regeneration;;
1_577;featurecode;11016;Pysyvästi peitteinen kasvatus;Hyggesfritt skogsbruk;Continuous cover forestry;;
1_577;featurecode;11017;Lehtipuuvaltainen metsä;Lövträ dominerade skog;Deciduous-dominant forest;;
1_577;featurecode;11018;Kulotuskohde;Bränningobjekt;Burning target;;
1_577;featurecode;11019;Maisemanhoidollinen kasvatus;Skogsbruk med landskapsplanering;Forestry with landscape planning;;
1_577;featurecode;11020;Virkistyskäyttöalue;Rekreationsområde;Recreation area;;
1_577;featurecode;11021;Muu erityishakkuu;Annan specialavverkning;Other special felling;;
1_577;featurecode;11022;Muu erityiskohde;Annan specialområde;Other special target;;
1_577;featurecode;12001;Valuma-alue; ; ;;
1_577;featurecode;13001;Metsästyskieltoalue; ; ;;
1_577;featurecode;15010;Harjujensuojelu;Åsskydd;protection of eskers;;
1_577;featurecode;15020;Kallioalueidensuojelu;Skydd av bergsområden;Rock areas protection;;
1_577;featurecode;15030;Kansallis- ja luonnonpuistojen kehittäminen;Utveckling av nationalparker och naturreservat;developmet of national parks and natural parks;;
1_577;featurecode;15040;Koskiensuojelu;Forsskydd;protection of rapids;;
1_577;featurecode;15050;Lehtojensuojelu;Lundskydd;protection of groves;;
1_577;featurecode;15060;Lintuvesiensuojelu;Skydd av fågelvatten;bird water body protection;;
1_577;featurecode;15070;Perinnebiotooppiensuojelu;Skydd av kulturbiotoper;tradition biotope protection;;
1_577;featurecode;15080;Pienvesiensuojelu;Skydd av småvatten;protection of small body of water;;
1_577;featurecode;15090;Rantojensuojelu;Strandskydd;bank protection;;
1_577;featurecode;15100;Soidensuojelu;Myrskydd;Peatlands protection;;
1_577;featurecode;15110;Uhanalaisten lajien suojelu;Skydd av hotade arter;endangered species protection;;
1_577;featurecode;15120;Vanhojen metsien suojelu;Skydd av gamla skogar;Old forests protection;;
1_577;featurecode;15130;Natura 2000;Natura 2000;Natura 2000;;
1_577;featurecode;15140;Natura2000 täydennysalue;Natura 2000-kompletteringsområde;Natura 2000 supplementary area;;
1_577;featurecode;15150;Metso II ohjelma;Metso II-program;Metso II-program;;
1_577;featurecode;15300;Maa- ja metsätalousalue;Jord- och skogsbruksområde;agriculture and forestry area;;
1_577;featurecode;15310;Suojelualue;Skyddsområde;protected area;;
1_577;featurecode;15320;Virkistysalue;Rekreationsområde;recreation area;;
1_577;featurecode;15330;Puistoalue;Parkområde;park area;;
1_577;featurecode;15340;Tie- ja liikennealue;Väg- och trafikområde;right of way;;
1_577;featurecode;15350;Lomarakennustontti;Tomt för semesterbyggnad;summer cottage lot;;
1_577;featurecode;15360;Asuinrakennustontti;Tomt för bostadsbyggnad;residential building lot;;
1_577;featurecode;15370;Teollisuustontti;Industritomt;industry lot;;
1_577;featurecode;15380;Muu kaava-alue;Övrigt planeområde;Other zoning area;;
1_577;featurecode;20000;Ei määritelty;Ej definierat;Undefined;;
1_577;featurecode;20001;Asumuspainanteet;Grop efter boplats;Habitation depressions;;
1_577;featurecode;20002;Eräsijat;Lägerplatser;Hunting places;;
1_577;featurecode;20003;Kartanot;Herrgårdar;Manors;;
1_577;featurecode;20004;Kaupungit;Städer;Towns;;
1_577;featurecode;20005;Kodanpohjat;Grunder för kåtor;capsule bottoms;;
1_577;featurecode;20006;Kuninkaankartanot;Kungsgårdar;King manors;;
1_577;featurecode;20007;Kylänpaikat;Byplatser;Village places;;
1_577;featurecode;20008;Lapinkentät;Lappvisten;Lappland fields;;
1_577;featurecode;20009;Pappilat;Prästgårdar;vicarage;;
1_577;featurecode;20010;Piilopirtit;Lönnpörten;retirements;;
1_577;featurecode;20011;Puistot;Parker;parks;;
1_577;featurecode;20012;Puutarhat;Trädgårdar;gardens;;
1_577;featurecode;20013;Talonpohjat;Husgrunder;base of a house;;
1_577;featurecode;20014;Torpat;Torp;cottages;;
1_577;featurecode;20015;Virkatalot;Boställen;Publifc office houses;;
1_577;featurecode;20016;Yksinäistalot;Enstaka gårdar;singular houses;;
1_577;featurecode;20017;Hautakammiot;Gravkammare;sepulchres;;
1_577;featurecode;20018;Hautakummut;Gravkullar;barrows;;
1_577;featurecode;20019;Hautaröykkiöt;Gravkummel;grave piles;;
1_577;featurecode;20020;Hautasaaret;Gravholmar;grave isles;;
1_577;featurecode;20021;Hautausmaat;Begravningsplatser;cemetery;;
1_577;featurecode;20022;Joukkohaudat;Massgravar;mass graves;;
1_577;featurecode;20023;Kesähaudat;Sommargravar;summer graves;;
1_577;featurecode;20024;Kivilatomukset;Stensättningar;stone heaps;;
1_577;featurecode;20025;Kirkkohaudat;Kyrkgravar;church graves;;
1_577;featurecode;20026;Laivalatomukset;Skeppsättningar;ship heaps;;
1_577;featurecode;20027;Lapinrauniot;Lapprösen;Lappland ruins;;
1_577;featurecode;20028;Ortodoksikalmistot;Ortodoxa gravfält;orthodox graveyards;;
1_577;featurecode;20029;Palokuoppahaudat;Brandgropsgravar;cremating pit graves;;
1_577;featurecode;20030;Polttokenttäkalmistot;Brandfältsgravar;cremating graveyards;;
1_577;featurecode;20031;Ruttohautausmaat;Pestkyrkogårdar;plague graveyard;;
1_577;featurecode;20032;Ruumiskalmistot;Skelettgravfält;corpse graveyards;;
1_577;featurecode;20033;Tarhakalmistot;Tarandgravar;corral graveyards;;
1_577;featurecode;20034;Luuhuoneet;Benhus;bone rooms;;
1_577;featurecode;20035;Kellotapulinpaikat;Klocktornsplatser;bell tower places;;
1_577;featurecode;20036;Kirkkomaan aidat;Kyrkogårdsstaket;graveyard fences;;
1_577;featurecode;20037;Kirkonpaikat;Kyrkplatser;church places;;
1_577;featurecode;20038;Kirkonrauniot;Kyrkruiner;church ruins;;
1_577;featurecode;20039;Luostarinpaikat;Klosterplatser;abbey;;
1_577;featurecode;20040;Tsasounanpaikat;Tsasounaplatser;tsasouna places;;
1_577;featurecode;20041;Jätinkirkot;Jättekyrkor;giants churches;;
1_577;featurecode;20042;Kaivot;Brunnar;wells;;
1_577;featurecode;20043;Kellarit;Källare;cellars;;
1_577;featurecode;20044;Kiukaat;Bastuugnar;stoves;;
1_577;featurecode;20045;Kiviaidat;Stengärdesgård;stone fences;;
1_577;featurecode;20046;Kivimuurit;Stenmurar;stone barriers;;
1_577;featurecode;20047;Kivipöydät;Stenbord;stone tables;;
1_577;featurecode;20048;Kivivallit;Stenvallar;stone walls;;
1_577;featurecode;20049;Latomukset;Sättningar;stack;;
1_577;featurecode;20050;Purnut;Stenlagda gropar;potholes;;
1_577;featurecode;20051;Rajamerkit;Gränsmärken;boundary marks;;
1_577;featurecode;20052;Rakkakuopat;Blockmarksgropar;outcrop pits;;
1_577;featurecode;20053;Ryssänuunit;Ryssugnar;Russki ovens;;
1_577;featurecode;20054;Röykkiöt;Högar;piles;;
1_577;featurecode;20055;Uunit;Ugnar;ovens;;
1_577;featurecode;20056;Kanavat;Kanaler;canals;;
1_577;featurecode;20057;Kapulatiet;Kavelvägar;corduroy road;;
1_577;featurecode;20058;Kiinnitysrenkaat;Moringar;backstrop rings;;
1_577;featurecode;20059;Kummelit;Kummel;cairns;;
1_577;featurecode;20060;Majakat;Fyrar;lighthouses;;
1_577;featurecode;20061;Merimerkit;Sjömärken;beacons;;
1_577;featurecode;20062;Merkkikivet;Märkesstenar;sign stones;;
1_577;featurecode;20063;Laiturit;Bryggor;piers;;
1_577;featurecode;20064;Polut;Stigar;paths;;
1_577;featurecode;20065;Portaat;Trappor;stairs;;
1_577;featurecode;20066;Pitkospuut;Spänger;duckboards;;
1_577;featurecode;20067;Ratapohjat;Bangrunder;track subsoils;;
1_577;featurecode;20068;Satamat;Hamn;harbours;;
1_577;featurecode;20069;Sillanpaikat;Broplatser;bridge places;;
1_577;featurecode;20070;Sillat;Broar;Bridges;;
1_577;featurecode;20071;Tienpohjat;Vägbotten;subsoils;;
1_577;featurecode;20072;Valkamat;Båtlänningar, båtplatser;Marinas;;
1_577;featurecode;20073;Veneenvetopaikat;Dragpalts för båtar;boat draging places;;
1_577;featurecode;20074;Virstanpylväät;Milstolpar;Milestones;;
1_577;featurecode;20075;Jatulintarhat;Jungfrudansar (stenlabyrint);Troy Towns;;
1_577;featurecode;20076;Karsikkopaikat;Märkesplatser med toppade granar;tree pruning places;;
1_577;featurecode;20077;Kuppikivet;Skålgropsstenar;cup stones;;
1_577;featurecode;20078;Käräjäpaikat;Tingställen;Venue;;
1_577;featurecode;20079;Lähteet;Källor;springs;;
1_577;featurecode;20080;Miekanhiontakivet;Svärdslipstenar;sword abrasive stones;;
1_577;featurecode;20081;Muistopaikat;Minnesplatser;memento places;;
1_577;featurecode;20082;Ristikivet;Korsstenar;cross stones;;
1_577;featurecode;20083;Seidat;Sejtar;Sami sacred places;;
1_577;featurecode;20084;Tarinapaikat;Platser till vilka hänför sig traditioner;story places;;
1_577;featurecode;20085;Uhrikivet;Offerstenar;sacrificial stones;;
1_577;featurecode;20086;Uhrilehdot;Offerlundar;sacred groves;;
1_577;featurecode;20087;Luolat;Grottor;caves;;
1_577;featurecode;20088;Pirunpellot;Blockfält;outcrops;;
1_577;featurecode;20089;Rantakivikot;Strandstenfält;bank outcrops;;
1_577;featurecode;20090;Irtolöytöpaikat;Plats för lösfynd;separate finding places;;
1_577;featurecode;20091;Kätköt;Gömmor;hoards;;
1_577;featurecode;20092;Kaivannot;Schakt, utgrävning osv;trenchs;;
1_577;featurecode;20093;Kummut;Högar;mouds;;
1_577;featurecode;20094;Kuopat;Gropar;pits;;
1_577;featurecode;20095;Painanteet;Avtryck;depressions;;
1_577;featurecode;20096;Vallit;Vallar;walls;;
1_577;featurecode;20098;Ammusvarastot;Ammunitionsförråd;magazines;;
1_577;featurecode;20099;Esilinnat;Förborgar;fore castles;;
1_577;featurecode;20100;Hirsivarustukset;Timmerutrustning;log armaments;;
1_577;featurecode;20101;Kivilinnat;Stenslott;stone castles;;
1_577;featurecode;20102;Kivivarustukset;Stenutrustning;stone armaments;;
1_577;featurecode;20103;Linnamalmit;Slottsmalmer;castle ores;;
1_577;featurecode;20104;Linnakkeet;Fort;forts;;
1_577;featurecode;20105;Linnat;Slott/Borgar;castles;;
1_577;featurecode;20106;Linnavuoret;Borgberg;castle mounts;;
1_577;featurecode;20107;Linnoitukset;Befästningar;fortress;;
1_577;featurecode;20108;Luolat;Grottor;caves;;
1_577;featurecode;20109;Maavallit;Jordvallar;soil walls;;
1_577;featurecode;20110;Muinaislinnat;Fornborgar;ancient castles;;
1_577;featurecode;20111;Paaluvarustukset;Pålutrustningar;palisades;;
1_577;featurecode;20112;Panssariesteet;Tankhinder;tank barriers;;
1_577;featurecode;20113;Suojahuoneet;Skyddsrum;shelter rooms;;
1_577;featurecode;20114;Taistelukaivannot;Skyttegravar;trenchs;;
1_577;featurecode;20115;Tornit;Torn;towers;;
1_577;featurecode;20116;Tulipesäkkeet;Skyttepositioner;firearm nests;;
1_577;featurecode;20117;Tykkiasemat;Kanonställningar;artillery weapon posts;;
1_577;featurecode;20118;Tykkitiet;Kanonvägar;artillery weapon roads;;
1_577;featurecode;20119;Vallihaudat;Vallgravar;moats;;
1_577;featurecode;20120;Valonheitinasemat;Strålkastarställningar;searchlight posts;;
1_577;featurecode;20121;Yhdyshaudat;Förbindelsegravar;connection trench;;
1_577;featurecode;20122;Hiekanottokuopat;Sandtag;sand pits;;
1_577;featurecode;20123;Kaivokset;Gruvor;mines;;
1_577;featurecode;20124;Louhokset;Stenbrott;quarryes;;
1_577;featurecode;20125;Savenottokuopat;Lertag;clay pits;;
1_577;featurecode;20126;Hakkaukset;Ristningar;Cuttings;;
1_577;featurecode;20127;Kaiverrukset;Inristningar;engravings;;
1_577;featurecode;20128;Kalliomaalaukset;Klippmålningar;rock paintings;;
1_577;featurecode;20129;Kalliopiirrokset;Hällristningar;petroglyphs;;
1_577;featurecode;20130;Kompassiruusut;Kompassrosor;compass roses;;
1_577;featurecode;20131;Muistomerkit;Minnesmärken;monuments;;
1_577;featurecode;20132;Keramiikkatehtaat;Keramikfabriker;ceramics factoryes;;
1_577;featurecode;20133;Kuonakasat;Slagghögar;slag heaps;;
1_577;featurecode;20134;Kuparinsulattamot;Kopparsmälteri;copper smelters;;
1_577;featurecode;20135;Lasiruukit;Glasbruk;glass workshops;;
1_577;featurecode;20136;Manufaktuurit;Manufakturer;manufacturing plants;;
1_577;featurecode;20137;Masuunit;Masugn;blast furnaces;;
1_577;featurecode;20138;Paperiruukit;Pappersbruk;paper workshops;;
1_577;featurecode;20139;Pikiruukit;Beckbruk;pitch workshops;;
1_577;featurecode;20140;Rautaruukit;Järnbruk;ironworks;;
1_577;featurecode;20141;Salpietarikeittimöt;Salpetersjuderi;saltpetre boilers;;
1_577;featurecode;20142;Savupiiput;Skorstenar;chimneys;;
1_577;featurecode;20143;Telakat;Skeppsvarv;shipyards;;
1_577;featurecode;20144;Terva- ja tärpättitehtaat;Tjär- och terpentinfabriker;tar and turpentine factory;;
1_577;featurecode;20145;Tiiliruukit;Tegelbruk;brick workshop;;
1_577;featurecode;20146;Uittolaitteet;Flottningsanläggningar;timber rafting equipments;;
1_577;featurecode;20147;Vesisahat;Vattensågar;water sawmill;;
1_577;featurecode;20148;Mestauspaikat;Avrättningsplatser;decapitation place;;
1_577;featurecode;20149;Taistelupaikat;Slagfält;battle field;;
1_577;featurecode;20150;Hangakset;Renfållor;deer hunting fence;;
1_577;featurecode;20151;Hiilimiilut;Kolmilor;charcoal-kiln;;
1_577;featurecode;20152;Kalastuspaikat;Fiskelägen;fishing places;;
1_577;featurecode;20153;Kalkkiuunit;Kalkugnar;calcium oven;;
1_577;featurecode;20154;Kaskiröykkiöt;Rösen från svedjebruk;swidden piles;;
1_577;featurecode;20155;Keittokuopat;Kokgropar;boiling pits;;
1_577;featurecode;20156;Keramiikanpolttouunit;Keramikugn;ceramics burning oven;;
1_577;featurecode;20157;Kestikievarit;Gästgiveri;pension;;
1_577;featurecode;20158;Kullanhuuhdonnan jäännökset;Guldvaskningslämningar;gold washing residual;;
1_577;featurecode;20159;Kylpylät;Badinrättningar;spas;;
1_577;featurecode;20160;Laivanrakennuspaikat;Skeppsbyggnadsplatser;shipbuilding places;;
1_577;featurecode;20161;Lapinpadot;Laxdammar;Lapland dams;;
1_577;featurecode;20162;Linnustuspaikat;Fågeljaktsplatser;bird hunting place;;
1_577;featurecode;20163;Markkinapaikat;Marknadsplatser;market place;;
1_577;featurecode;20164;Muinaispellot;Fornåkrar;ancient fields;;
1_577;featurecode;20165;Mukulakivikasat;Klapperstenhögar;cobblestone pile;;
1_577;featurecode;20166;Nauriskuopat;Rovgropar;turnip pit;;
1_577;featurecode;20167;Pajat;Verkstäder;smithys;;
1_577;featurecode;20168;Poroaidat;Renstängsel;raindeer fences;;
1_577;featurecode;20169;Potaskauunit;Pottaskaugnar;potash oven;;
1_577;featurecode;20170;Pyyntikuopat;Fångstgropar;hunting pit;;
1_577;featurecode;20171;Pyyntitukikohdat;Samlingsplatser vid fångst;hunting base;;
1_577;featurecode;20172;Raudanvalmistuspaikat;Järntillverkningsplatser;iron production places;;
1_577;featurecode;20173;Sirpalekivikasat;Skärvstenshögar;splinter stone heap;;
1_577;featurecode;20174;Sudenkuopat;Varggropar;wolf pit;;
1_577;featurecode;20175;Tervahaudat;Tjärdalar;tar graves;;
1_577;featurecode;20176;Terveyslähteet;Hälsobrunnar;health springs;;
1_577;featurecode;20177;Tiilenpolttouunit;Tegelbränningsugnar;brick oven;;
1_577;featurecode;20178;Tulisijat;Eldstäder;tar grave;;
1_577;featurecode;20179;Tuulimyllyt;Väderkvarnar;wind mill;;
1_577;featurecode;20180;Vesimyllyt;Vattenkvarnar;water mill;;
1_577;featurecode;20181;Viljelmät;Odlingar;Plantations;;
1_577;featurecode;20182;Viljelyröykkiöt;Odlingsrösen;Plantation pile;;
1_577;featurecode;30000;Aarnikarakka; ; ;Fibricium lapponicum ;
1_577;featurecode;30001;Aarniotaraspikka; ; ;Hyphodontia curvispora ;
1_577;featurecode;30002;Aihkinahka; ; ;Crustoderma corneum;
1_577;featurecode;30003;Allikkosalakka; ; ;Leucaspius delineatus;
1_577;featurecode;30004;Arnikki; ; ;Arnica angustifolia;
1_577;featurecode;30005;Baltiantoukokämmekkä (leveälehtikämmekkä); ; ;Dactylorhiza majalis;
1_577;featurecode;30006;Elaska; ; ;Lumpenus lampetraeformis;
1_577;featurecode;30007;Erakkokääpä; ; ;Antrodia infirma;
1_577;featurecode;30008;Etelänkynsisammal; ; ;Dicranum tauricum;
1_577;featurecode;30009;Etelänlepakko;Sydfladdermus; ;Eptesicus serotinus;
1_577;featurecode;30010;Haapatyllikkä; ; ;Conferticium ravum   ;
1_577;featurecode;30011;Haavanlimijäkälä; ; ;Fuscopannaria confusa;
1_577;featurecode;30012;Hakasuikerosammal; ; ;Brachythecium campestre;
1_577;featurecode;30013;Halavasepikkä; ; ;Hylochares cruentatus;
1_577;featurecode;30014;Hämeenkylmänkukan ja kangasvuokon risteymä; ; ;Pulsatilla patens x vernalis;
1_577;featurecode;30015;Hämeenkylmänkukka;Nipsippa; ;Pulsatilla patens;
1_577;featurecode;30016;Hammasrahtusammal; ; ;Cephaloziella massalongi;
1_577;featurecode;30017;Harakka;Skata;Common magpie;Pica pica;
1_577;featurecode;30018;Harapurosammal;Späd bäckmossa; ;Hygrohypnum montanum;
1_577;featurecode;30019;Harmaalokki;Gråtrut;Herring gull;Larus argentatus;
1_577;featurecode;30020;Harmonnahka; ; ;Crustoderma longicystidiatum ;
1_577;featurecode;30021;Harsomatara; ; ;Galium schultesii;
1_577;featurecode;30022;Hentokääpä; ; ;Postia lateritia;
1_577;featurecode;30023;Hentokatkero; ; ;Gentianella tenella;
1_577;featurecode;30024;Hentoluppo; ; ;Bryoria tenuis;
